protein	gene	chrom	rates
NP_001001657.1	OR2Y1	5	data/rates/OR2Y1_NP_001001657.1.csv
NP_001004684.1	OR2D3	11	data/rates/OR2D3_NP_001004684.1.csv
NP_001004730.1	OR5AR1	11	data/rates/OR5AR1_NP_001004730.1.csv
NP_703145.1	OR5P2	11	data/rates/OR5P2_NP_703145.1.csv
NP_001005483.1	OR4K5	14	data/rates/OR4K5_NP_001005483.1.csv
NP_001005274.1	OR4A16	11	data/rates/OR4A16_NP_001005274.1.csv
NP_001005518.1	OR6C65	12	data/rates/OR6C65_NP_001005518.1.csv
NP_065684.1	VN1R1	19	data/rates/VN1R1_NP_065684.1.csv
NP_877436.1	TAFA3	1	data/rates/FAM19A3_NP_877436.1.csv
NP_001005276.1	OR2AE1	7	data/rates/OR2AE1_NP_001005276.1.csv
NP_065094.3	CPA6	8	data/rates/CPA6_NP_065094.3.csv
NP_006498.1	REG1B	2	data/rates/REG1B_NP_006498.1.csv
NP_116214.2	ZNF382	19	data/rates/ZNF382_NP_116214.2.csv
NP_001294915.1	ST8SIA5	18	data/rates/ST8SIA5_NP_001294915.1.csv
NP_115691.1	SLC25A33	1	data/rates/SLC25A33_NP_115691.1.csv
NP_835231.1	NME9	3	data/rates/NME9_NP_835231.1.csv
NP_689518.1	POGLUT1	3	data/rates/POGLUT1_NP_689518.1.csv
NP_005888.1	IPP	1	data/rates/IPP_NP_005888.1.csv
NP_004216.2	MFHAS1	8	data/rates/MFHAS1_NP_004216.2.csv
NP_002422.1	MNAT1	14	data/rates/MNAT1_NP_002422.1.csv
NP_001290194.1	MRPL58	17	data/rates/MRPL58_NP_001290194.1.csv
NP_997464.2	DUOXA2	15	data/rates/DUOXA2_NP_997464.2.csv
NP_001333739.1	DLGAP2	8	data/rates/DLGAP2_NP_001333739.1.csv
NP_003540.2	HYAL3	3	data/rates/HYAL3_NP_003540.2.csv
NP_001186959.1	HYAL3	3	data/rates/HYAL3_NP_001186959.1.csv
NP_653251.2	ADHFE1	8	data/rates/ADHFE1_NP_653251.2.csv
NP_001048.2	TACR2	10	data/rates/TACR2_NP_001048.2.csv
NP_001007564.1	IGFBPL1	9	data/rates/IGFBPL1_NP_001007564.1.csv
NP_057383.2	HSPA14	10	data/rates/HSPA14_NP_057383.2.csv
NP_001957.2	EHHADH	3	data/rates/EHHADH_NP_001957.2.csv
NP_001242953.1	ARHGAP22	10	data/rates/ARHGAP22_NP_001242953.1.csv
NP_001337165.1	DCPS	11	data/rates/DCPS_NP_001337165.1.csv
NP_001103984.1	EBF4	20	data/rates/EBF4_NP_001103984.1.csv
NP_001258965.1	LRRC14	8	data/rates/LRRC14_NP_001258965.1.csv
NP_071377.2	CIDEC	3	data/rates/CIDEC_NP_071377.2.csv
NP_065939.2	KIAA1522	1	data/rates/KIAA1522_NP_065939.2.csv
NP_060729.2	TTC17	11	data/rates/TTC17_NP_060729.2.csv
NP_996880.1	GPR152	11	data/rates/GPR152_NP_996880.1.csv
NP_001073296.1	CLRN2	4	data/rates/CLRN2_NP_001073296.1.csv
NP_872347.2	TMEM31	X	data/rates/TMEM31_NP_872347.2.csv
NP_208382.1	DCLK3	3	data/rates/DCLK3_NP_208382.1.csv
NP_001096620.1	PNMA5	X	data/rates/PNMA5_NP_001096620.1.csv
NP_444511.1	DACH2	X	data/rates/DACH2_NP_444511.1.csv
NP_001094286.1	MED7	5	data/rates/MED7_NP_001094286.1.csv
NP_055604.3	ZNF623	8	data/rates/ZNF623_NP_055604.3.csv
NP_001034201.2	FER1L6	8	data/rates/FER1L6_NP_001034201.2.csv
NP_004215.2	GPR50	X	data/rates/GPR50_NP_004215.2.csv
NP_001201835.1	ZNF48	16	data/rates/ZNF48_NP_001201835.1.csv
NP_031398.2	DDX42	17	data/rates/DDX42_NP_031398.2.csv
NP_542160.1	H2BC12	6	data/rates/HIST1H2BK_NP_542160.1.csv
NP_073586.5	FHIP2B	8	data/rates/FAM160B2_NP_073586.5.csv
NP_631909.2	DNAAF8	16	data/rates/C16orf71_NP_631909.2.csv
NP_065991.3	FHIP2A	10	data/rates/FAM160B1_NP_065991.3.csv
NP_696961.2	SLC22A7	6	data/rates/SLC22A7_NP_696961.2.csv
NP_005540.1	KCNA10	1	data/rates/KCNA10_NP_005540.1.csv
NP_786923.1	OLIG3	6	data/rates/OLIG3_NP_786923.1.csv
NP_056298.2	KBTBD2	7	data/rates/KBTBD2_NP_056298.2.csv
NP_872586.1	VGLL2	6	data/rates/VGLL2_NP_872586.1.csv
NP_005494.2	APBA2	15	data/rates/APBA2_NP_005494.2.csv
NP_996986.1	SCIMP	17	data/rates/SCIMP_NP_996986.1.csv
NP_065820.1	RTL9	X	data/rates/RTL9_NP_065820.1.csv
NP_001186753.1	SBK3	19	data/rates/SBK3_NP_001186753.1.csv
NP_998762.1	KRBA2	17	data/rates/KRBA2_NP_998762.1.csv
NP_001294909.1	DNAJC4	11	data/rates/DNAJC4_NP_001294909.1.csv
NP_443199.1	MAS1L	6	data/rates/MAS1L_NP_443199.1.csv
NP_001243506.2	RPL10	X	data/rates/RPL10_NP_001243506.2.csv
NP_945340.2	DLEU7	13	data/rates/DLEU7_NP_945340.2.csv
NP_997186.1	ATRNL1	10	data/rates/ATRNL1_NP_997186.1.csv
NP_996769.3	CCDC18	1	data/rates/CCDC18_NP_996769.3.csv
NP_443139.2	TMEM132B	12	data/rates/TMEM132B_NP_443139.2.csv
NP_861454.2	GLDN	15	data/rates/GLDN_NP_861454.2.csv
NP_000822.2	GRIK3	1	data/rates/GRIK3_NP_000822.2.csv
NP_055246.2	PALD1	10	data/rates/PALD1_NP_055246.2.csv
NP_000414.2	KRT2	12	data/rates/KRT2_NP_000414.2.csv
NP_065880.2	RIC1	9	data/rates/RIC1_NP_065880.2.csv
NP_065984.3	ZNF317	19	data/rates/ZNF317_NP_065984.3.csv
NP_149116.2	SLC22A16	6	data/rates/SLC22A16_NP_149116.2.csv
NP_057558.3	CCDC174	3	data/rates/CCDC174_NP_057558.3.csv
NP_001008783.1	SLC35D3	6	data/rates/SLC35D3_NP_001008783.1.csv
NP_861452.2	DPY19L4	8	data/rates/DPY19L4_NP_861452.2.csv
NP_055549.1	SUSD6	14	data/rates/SUSD6_NP_055549.1.csv
NP_110412.1	RSPH6A	19	data/rates/RSPH6A_NP_110412.1.csv
NP_004254.2	SEMA4F	2	data/rates/SEMA4F_NP_004254.2.csv
NP_001107578.1	SLC44A3	1	data/rates/SLC44A3_NP_001107578.1.csv
NP_001093629.1	C7orf57	7	data/rates/C7orf57_NP_001093629.1.csv
NP_036394.1	HS2ST1	1	data/rates/HS2ST1_NP_036394.1.csv
NP_055445.2	ZNF592	15	data/rates/ZNF592_NP_055445.2.csv
NP_001001414.1	NCCRP1	19	data/rates/NCCRP1_NP_001001414.1.csv
NP_001012996.1	BEX5	X	data/rates/BEX5_NP_001012996.1.csv
NP_612398.2	FAM114A1	4	data/rates/FAM114A1_NP_612398.2.csv
NP_689856.6	KNDC1	10	data/rates/KNDC1_NP_689856.6.csv
NP_115813.2	EFCAB7	1	data/rates/EFCAB7_NP_115813.2.csv
NP_055623.1	FARP2	2	data/rates/FARP2_NP_055623.1.csv
NP_036416.1	KCNH3	12	data/rates/KCNH3_NP_036416.1.csv
NP_006017.1	H1-10	3	data/rates/H1FX_NP_006017.1.csv
NP_076419.2	KCTD14	11	data/rates/KCTD14_NP_076419.2.csv
NP_000834.2	GRM6	5	data/rates/GRM6_NP_000834.2.csv
NP_001287712.1	PRR16	5	data/rates/PRR16_NP_001287712.1.csv
NP_055870.2	SWAP70	11	data/rates/SWAP70_NP_055870.2.csv
NP_001352085.1	RFLNA	12	data/rates/RFLNA_NP_001352085.1.csv
NP_115540.2	ZNF394	7	data/rates/ZNF394_NP_115540.2.csv
NP_064446.2	SLC2A4RG	20	data/rates/SLC2A4RG_NP_064446.2.csv
NP_001153639.1	PRR5L	11	data/rates/PRR5L_NP_001153639.1.csv
NP_787081.2	FAM181B	11	data/rates/FAM181B_NP_787081.2.csv
NP_002494.2	NFKBIB	19	data/rates/NFKBIB_NP_002494.2.csv
NP_055731.2	LMTK2	7	data/rates/LMTK2_NP_055731.2.csv
NP_055777.1	BTBD3	20	data/rates/BTBD3_NP_055777.1.csv
NP_689825.2	CCDC116	22	data/rates/CCDC116_NP_689825.2.csv
NP_689837.2	DCP2	5	data/rates/DCP2_NP_689837.2.csv
NP_006576.2	CCT8	21	data/rates/CCT8_NP_006576.2.csv
NP_006433.2	DRAP1	11	data/rates/DRAP1_NP_006433.2.csv
NP_001244893.1	BOD1L2	18	data/rates/BOD1L2_NP_001244893.1.csv
NP_001025231.1	SAMD5	6	data/rates/SAMD5_NP_001025231.1.csv
NP_055966.2	DIP2A	21	data/rates/DIP2A_NP_055966.2.csv
NP_055531.1	ACAP1	17	data/rates/ACAP1_NP_055531.1.csv
NP_001353230.1	PROCA1	17	data/rates/PROCA1_NP_001353230.1.csv
NP_055210.2	DAPP1	4	data/rates/DAPP1_NP_055210.2.csv
NP_848652.2	NAT8L	4	data/rates/NAT8L_NP_848652.2.csv
NP_443078.1	EMILIN3	20	data/rates/EMILIN3_NP_443078.1.csv
NP_009197.3	GPN1	2	data/rates/ZNF512_NP_009197.3.csv
NP_055979.2	PLEKHM2	1	data/rates/PLEKHM2_NP_055979.2.csv
NP_002585.2	PCSK2	20	data/rates/PCSK2_NP_002585.2.csv
NP_079333.2	BBOF1	14	data/rates/BBOF1_NP_079333.2.csv
NP_001705.2	BICD1	12	data/rates/BICD1_NP_001705.2.csv
NP_055787.1	TCF25	16	data/rates/TCF25_NP_055787.1.csv
NP_060376.2	PAK1IP1	6	data/rates/PAK1IP1_NP_060376.2.csv
NP_003044.1	SLC18A1	8	data/rates/SLC18A1_NP_003044.1.csv
NP_003073.1	SNAPC1	14	data/rates/SNAPC1_NP_003073.1.csv
NP_001106.1	ADCY8	8	data/rates/ADCY8_NP_001106.1.csv
NP_996898.2	NAALADL2	3	data/rates/NAALADL2_NP_996898.2.csv
NP_851322.3	SLCO4C1	5	data/rates/SLCO4C1_NP_851322.3.csv
NP_001284705.1	RIMKLB	12	data/rates/RIMKLB_NP_001284705.1.csv
NP_001018857.2	ZNF805	19	data/rates/ZNF805_NP_001018857.2.csv
NP_776162.2	OOSP2	11	data/rates/OOSP2_NP_776162.2.csv
NP_079081.2	RBFA	18	data/rates/RBFA_NP_079081.2.csv
NP_073609.2	EPS8L2	11	data/rates/EPS8L2_NP_073609.2.csv
NP_060099.2	AGO4	1	data/rates/AGO4_NP_060099.2.csv
NP_001002836.2	ZNF787	19	data/rates/ZNF787_NP_001002836.2.csv
NP_976248.2	INKA1	3	data/rates/INKA1_NP_976248.2.csv
NP_872293.2	OLFML2A	9	data/rates/OLFML2A_NP_872293.2.csv
NP_001093122.1	GPR137C	14	data/rates/GPR137C_NP_001093122.1.csv
NP_001124479.1	TMEM131L	4	data/rates/TMEM131L_NP_001124479.1.csv
NP_001351493.1	SALL2	14	data/rates/SALL2_NP_001351493.1.csv
NP_115734.1	CCDC77	12	data/rates/CCDC77_NP_115734.1.csv
NP_065904.1	FAM234B	12	data/rates/FAM234B_NP_065904.1.csv
NP_037418.3	RBM15B	3	data/rates/RBM15B_NP_037418.3.csv
NP_061862.1	RBM27	5	data/rates/RBM27_NP_061862.1.csv
NP_787050.6	PAN3	13	data/rates/PAN3_NP_787050.6.csv
NP_037432.2	FAM216A	12	data/rates/FAM216A_NP_037432.2.csv
NP_115827.1	SPIRE2	16	data/rates/SPIRE2_NP_115827.1.csv
NP_001129735.1	C2CD4C	19	data/rates/C2CD4C_NP_001129735.1.csv
NP_149985.2	TIGD7	16	data/rates/ZNF263_NP_149985.2.csv
NP_116317.1	TMEM141	9	data/rates/TMEM141_NP_116317.1.csv
NP_001012777.1	CTU2	16	data/rates/CTU2_NP_001012777.1.csv
NP_690852.1	LRWD1	7	data/rates/LRWD1_NP_690852.1.csv
NP_001123363.1	INSYN2B	5	data/rates/FAM196B_NP_001123363.1.csv
NP_689589.1	UBXN10	1	data/rates/UBXN10_NP_689589.1.csv
NP_689764.3	SNRNP48	6	data/rates/SNRNP48_NP_689764.3.csv
NP_775798.2	REM2	14	data/rates/REM2_NP_775798.2.csv
NP_689808.2	PGBD4	15	data/rates/PGBD4_NP_689808.2.csv
NP_005706.1	UST	6	data/rates/UST_NP_005706.1.csv
NP_004545.2	NFATC4	14	data/rates/NFATC4_NP_004545.2.csv
NP_443161.1	FHAD1	1	data/rates/FHAD1_NP_443161.1.csv
NP_689670.1	ZNF597	16	data/rates/ZNF597_NP_689670.1.csv
NP_001010917.1	GOLGA7B	10	data/rates/GOLGA7B_NP_001010917.1.csv
NP_115598.2	MINDY4	7	data/rates/MINDY4_NP_115598.2.csv
NP_848611.2	EXOC3L1	16	data/rates/EXOC3L1_NP_848611.2.csv
NP_079007.2	KLHL36	16	data/rates/KLHL36_NP_079007.2.csv
NP_060164.3	MFSD6	2	data/rates/MFSD6_NP_060164.3.csv
NP_001486.4	GFRA2	8	data/rates/GFRA2_NP_001486.4.csv
NP_001177773.1	TMEM221	19	data/rates/TMEM221_NP_001177773.1.csv
NP_006764.3	DDX18	2	data/rates/DDX18_NP_006764.3.csv
NP_056157.1	PPWD1	5	data/rates/PPWD1_NP_056157.1.csv
NP_115486.1	DMRTA2	1	data/rates/DMRTA2_NP_115486.1.csv
NP_443089.3	ZNF830	17	data/rates/ZNF830_NP_443089.3.csv
NP_001013002.2	C16orf86	16	data/rates/C16orf86_NP_001013002.2.csv
NP_006640.2	UTP14A	X	data/rates/UTP14A_NP_006640.2.csv
NP_060743.2	TMEM143	19	data/rates/TMEM143_NP_060743.2.csv
NP_001002909.1	GPATCH8	17	data/rates/GPATCH8_NP_001002909.1.csv
NP_001129981.1	ZNF843	16	data/rates/ZNF843_NP_001129981.1.csv
NP_002231.1	KCNJ6	21	data/rates/KCNJ6_NP_002231.1.csv
NP_001035362.3	ADAMTSL1	9	data/rates/ADAMTSL1_NP_001035362.3.csv
NP_689625.2	ZNF572	8	data/rates/ZNF572_NP_689625.2.csv
NP_079353.3	TOE1	1	data/rates/TOE1_NP_079353.3.csv
NP_444270.2	ZNF518B	4	data/rates/ZNF518B_NP_444270.2.csv
NP_068735.1	ZNF70	22	data/rates/ZNF70_NP_068735.1.csv
NP_001007545.1	RHEX	1	data/rates/RHEX_NP_001007545.1.csv
NP_066938.2	SEZ6L	22	data/rates/SEZ6L_NP_066938.2.csv
NP_001189367.1	EDRF1	10	data/rates/EDRF1_NP_001189367.1.csv
NP_775832.2	UNC5CL	6	data/rates/UNC5CL_NP_775832.2.csv
NP_060526.2	TMEM39B	1	data/rates/TMEM39B_NP_060526.2.csv
NP_570139.3	TSPAN18	11	data/rates/TSPAN18_NP_570139.3.csv
NP_001128668.1	C10orf71	10	data/rates/C10orf71_NP_001128668.1.csv
NP_001640.1	SHROOM2	X	data/rates/SHROOM2_NP_001640.1.csv
NP_116016.1	SSBP4	19	data/rates/SSBP4_NP_116016.1.csv
NP_001123380.2	GASK1A	3	data/rates/KRBOX1_NP_001123380.2.csv
NP_597719.1	TTC14	3	data/rates/TTC14_NP_597719.1.csv
NP_079388.3	ZXDC	3	data/rates/ZXDC_NP_079388.3.csv
NP_653284.2	DHRS13	17	data/rates/DHRS13_NP_653284.2.csv
NP_065104.1	AVEN	15	data/rates/AVEN_NP_065104.1.csv
NP_598376.2	DQX1	2	data/rates/DQX1_NP_598376.2.csv
NP_001164491.1	PWWP3B	X	data/rates/MUM1L1_NP_001164491.1.csv
NP_055977.3	ACSBG1	15	data/rates/ACSBG1_NP_055977.3.csv
NP_061160.3	APOBR	16	data/rates/APOBR_NP_061160.3.csv
NP_057567.3	PHF7	3	data/rates/PHF7_NP_057567.3.csv
NP_075571.2	CAPN10	2	data/rates/CAPN10_NP_075571.2.csv
NP_057094.2	ZC2HC1A	8	data/rates/ZC2HC1A_NP_057094.2.csv
NP_079384.2	TEDC2	16	data/rates/TEDC2_NP_079384.2.csv
NP_037403.1	PCSK1N	X	data/rates/PCSK1N_NP_037403.1.csv
NP_660316.2	CD300LG	17	data/rates/CD300LG_NP_660316.2.csv
NP_062558.1	IRGC	19	data/rates/IRGC_NP_062558.1.csv
NP_003702.2	PLPP1	5	data/rates/PLPP1_NP_003702.2.csv
NP_055728.1	ADNP2	18	data/rates/ADNP2_NP_055728.1.csv
NP_001010862.2	SPIN3	X	data/rates/SPIN3_NP_001010862.2.csv
NP_060589.1	POLR3E	16	data/rates/POLR3E_NP_060589.1.csv
NP_115525.2	C4orf17	4	data/rates/C4orf17_NP_115525.2.csv
NP_001491.1	GMDS	6	data/rates/GMDS_NP_001491.1.csv
NP_055162.1	ZNF324	19	data/rates/ZNF324_NP_055162.1.csv
NP_954713.1	GPR150	5	data/rates/GPR150_NP_954713.1.csv
NP_056117.1	HAUS5	19	data/rates/HAUS5_NP_056117.1.csv
NP_060918.2	CAND1	12	data/rates/CAND1_NP_060918.2.csv
NP_665805.2	ZNF511	10	data/rates/ZNF511_NP_665805.2.csv
NP_001929.1	DR1	1	data/rates/DR1_NP_001929.1.csv
NP_004783.2	PPIG	2	data/rates/PPIG_NP_004783.2.csv
NP_065831.1	DISP3	1	data/rates/DISP3_NP_065831.1.csv
NP_079243.1	ZNF556	19	data/rates/ZNF556_NP_079243.1.csv
NP_001077382.1	WBP1L	10	data/rates/WBP1L_NP_001077382.1.csv
NP_061877.1	ANKIB1	7	data/rates/ANKIB1_NP_061877.1.csv
NP_115646.3	LRRC8C	1	data/rates/LRRC8C_NP_115646.3.csv
NP_001001669.2	ARHGEF37	5	data/rates/ARHGEF37_NP_001001669.2.csv
NP_057314.2	CYB5R4	6	data/rates/CYB5R4_NP_057314.2.csv
NP_079461.2	TANC2	17	data/rates/TANC2_NP_079461.2.csv
NP_997219.1	ZNF467	7	data/rates/ZNF467_NP_997219.1.csv
NP_001157879.1	TLCD2	17	data/rates/TLCD2_NP_001157879.1.csv
NP_060762.3	QRSL1	6	data/rates/QRSL1_NP_060762.3.csv
NP_005000.1	NME4	16	data/rates/NME4_NP_005000.1.csv
NP_009079.2	RNF112	17	data/rates/RNF112_NP_009079.2.csv
NP_005104.4	GOLGA5	14	data/rates/GOLGA5_NP_005104.4.csv
NP_872433.1	WDR53	3	data/rates/WDR53_NP_872433.1.csv
NP_542942.2	ZNF280B	22	data/rates/ZNF280B_NP_542942.2.csv
NP_068378.2	AVPI1	10	data/rates/AVPI1_NP_068378.2.csv
NP_116175.1	ZC3H10	12	data/rates/ZC3H10_NP_116175.1.csv
NP_085144.1	APOL6	22	data/rates/APOL6_NP_085144.1.csv
NP_808881.3	PDE12	3	data/rates/PDE12_NP_808881.3.csv
NP_078921.1	ZMAT4	8	data/rates/ZMAT4_NP_078921.1.csv
NP_543141.3	GPR62	3	data/rates/GPR62_NP_543141.3.csv
NP_872438.2	SLC6A18	5	data/rates/SLC6A18_NP_872438.2.csv
NP_002207.2	ITIH2	10	data/rates/ITIH2_NP_002207.2.csv
NP_002535.3	OMG	17	data/rates/OMG_NP_002535.3.csv
NP_060427.2	EPN3	17	data/rates/EPN3_NP_060427.2.csv
NP_524558.1	SCAMP4	19	data/rates/SCAMP4_NP_524558.1.csv
NP_004277.2	GTPBP1	22	data/rates/GTPBP1_NP_004277.2.csv
NP_001094068.1	ZNF707	8	data/rates/ZNF707_NP_001094068.1.csv
NP_057630.2	C1RL	12	data/rates/C1RL_NP_057630.2.csv
NP_660313.1	PRR35	16	data/rates/PRR35_NP_660313.1.csv
NP_071913.1	MMP25	16	data/rates/MMP25_NP_071913.1.csv
NP_054745.1	DCPS	11	data/rates/DCPS_NP_054745.1.csv
NP_001316544.1	SNAPC5	15	data/rates/SNAPC5_NP_001316544.1.csv
NP_001020095.1	EXOC1	4	data/rates/EXOC1_NP_001020095.1.csv
NP_004702.2	SYNGR1	22	data/rates/SYNGR1_NP_004702.2.csv
NP_005330.1	UBE2K	4	data/rates/UBE2K_NP_005330.1.csv
NP_055077.2	P3H3	12	data/rates/P3H3_NP_055077.2.csv
NP_071328.2	MTBP	8	data/rates/MTBP_NP_071328.2.csv
NP_064705.1	SLC17A7	19	data/rates/SLC17A7_NP_064705.1.csv
NP_064539.1	EMC7	15	data/rates/EMC7_NP_064539.1.csv
NP_060570.2	EFHC1	6	data/rates/EFHC1_NP_060570.2.csv
NP_001138549.1	LRRC10B	11	data/rates/LRRC10B_NP_001138549.1.csv
NP_076941.2	LRFN4	11	data/rates/LRFN4_NP_076941.2.csv
NP_009153.3	ZHX1	8	data/rates/ZHX1_NP_009153.3.csv
NP_870992.2	ZSCAN2	15	data/rates/ZSCAN2_NP_870992.2.csv
NP_001013671.2	C2orf68	2	data/rates/C2orf68_NP_001013671.2.csv
NP_060792.1	SAYSD1	6	data/rates/SAYSD1_NP_060792.1.csv
NP_065912.1	ZBTB2	6	data/rates/ZBTB2_NP_065912.1.csv
NP_060324.1	TMEM160	19	data/rates/TMEM160_NP_060324.1.csv
NP_848932.1	MRAP	21	data/rates/MRAP_NP_848932.1.csv
NP_003925.1	FUBP3	9	data/rates/FUBP3_NP_003925.1.csv
NP_060639.4	RESF1	12	data/rates/KIAA1551_NP_060639.4.csv
NP_001013663.1	TMEM82	1	data/rates/TMEM82_NP_001013663.1.csv
NP_001034118.1	LRTM2	12	data/rates/LRTM2_NP_001034118.1.csv
NP_683691.1	SVIP	11	data/rates/SVIP_NP_683691.1.csv
NP_001136040.1	BBX	3	data/rates/BBX_NP_001136040.1.csv
NP_001354481.1	PLEKHN1	1	data/rates/PLEKHN1_NP_001354481.1.csv
NP_001010870.1	TDRD6	6	data/rates/TDRD6_NP_001010870.1.csv
NP_116200.2	TBRG1	11	data/rates/TBRG1_NP_116200.2.csv
NP_689619.1	AFAP1L1	5	data/rates/AFAP1L1_NP_689619.1.csv
NP_001285.1	CLPTM1	19	data/rates/CLPTM1_NP_001285.1.csv
NP_110392.1	B3GNT4	12	data/rates/B3GNT4_NP_110392.1.csv
NP_001354411.1	WDR64	1	data/rates/WDR64_NP_001354411.1.csv
NP_940936.2	TEX45	19	data/rates/TEX45_NP_940936.2.csv
NP_001229738.1	ANKRD6	6	data/rates/LYRM2_NP_001229738.1.csv
NP_001132960.1	RASGRP3	2	data/rates/RASGRP3_NP_001132960.1.csv
NP_057043.1	TMX2	11	data/rates/TMX2_NP_057043.1.csv
NP_997200.1	ZNF474	5	data/rates/ZNF474_NP_997200.1.csv
NP_008955.1	TMEM115	3	data/rates/TMEM115_NP_008955.1.csv
NP_005917.2	MFAP1	15	data/rates/MFAP1_NP_005917.2.csv
NP_001010909.2	MUC21	6	data/rates/MUC21_NP_001010909.2.csv
NP_859062.1	TAMALIN	12	data/rates/GRASP_NP_859062.1.csv
NP_055430.1	GSE1	16	data/rates/GSE1_NP_055430.1.csv
NP_775837.2	PRR14L	22	data/rates/PRR14L_NP_775837.2.csv
NP_006330.2	HMG20B	19	data/rates/HMG20B_NP_006330.2.csv
NP_116115.1	PLCD4	2	data/rates/PLCD4_NP_116115.1.csv
NP_071447.1	TINAGL1	1	data/rates/TINAGL1_NP_071447.1.csv
NP_004979.3	MAGEA1	X	data/rates/MAGEA1_NP_004979.3.csv
NP_065101.1	UTP3	4	data/rates/UTP3_NP_065101.1.csv
NP_110397.2	TMPRSS5	11	data/rates/TMPRSS5_NP_110397.2.csv
NP_003803.1	ADAM23	2	data/rates/ADAM23_NP_003803.1.csv
NP_060685.2	PNMA8A	19	data/rates/PNMA8A_NP_060685.2.csv
NP_689603.2	TMEM178A	2	data/rates/TMEM178A_NP_689603.2.csv
NP_056464.1	IRF2BP1	19	data/rates/IRF2BP1_NP_056464.1.csv
NP_001165644.1	CSRNP3	2	data/rates/CSRNP3_NP_001165644.1.csv
NP_115669.3	GARNL3	9	data/rates/GARNL3_NP_115669.3.csv
NP_065917.1	KLHL1	13	data/rates/KLHL1_NP_065917.1.csv
NP_067014.2	NEUROD4	12	data/rates/NEUROD4_NP_067014.2.csv
NP_055687.1	ZBTB5	9	data/rates/ZBTB5_NP_055687.1.csv
NP_001010924.1	FAM171A1	10	data/rates/FAM171A1_NP_001010924.1.csv
NP_060786.1	KLHL26	19	data/rates/KLHL26_NP_060786.1.csv
NP_001071087.1	UBXN2B	8	data/rates/UBXN2B_NP_001071087.1.csv
NP_001129465.1	TTC39C	18	data/rates/TTC39C_NP_001129465.1.csv
NP_036253.2	CDC42EP4	17	data/rates/CDC42EP4_NP_036253.2.csv
NP_612372.1	CEP95	17	data/rates/CEP95_NP_612372.1.csv
NP_690850.2	COL24A1	1	data/rates/COL24A1_NP_690850.2.csv
NP_997723.2	TMEM215	9	data/rates/TMEM215_NP_997723.2.csv
NP_001011713.2	NAA30	14	data/rates/NAA30_NP_001011713.2.csv
NP_078953.4	NSUN7	4	data/rates/NSUN7_NP_078953.4.csv
NP_001003937.2	TSPYL6	2	data/rates/TSPYL6_NP_001003937.2.csv
NP_171608.2	B3GNT9	16	data/rates/B3GNT9_NP_171608.2.csv
NP_940928.2	ZNF710	15	data/rates/ZNF710_NP_940928.2.csv
NP_056295.1	NECTIN3	3	data/rates/NECTIN3_NP_056295.1.csv
NP_001093866.1	C2orf73	2	data/rates/C2orf73_NP_001093866.1.csv
NP_055926.1	N4BP3	5	data/rates/N4BP3_NP_055926.1.csv
NP_001273510.1	PHRF1	11	data/rates/PHRF1_NP_001273510.1.csv
NP_976044.2	C9orf131	9	data/rates/C9orf131_NP_976044.2.csv
NP_997716.1	LYSMD1	1	data/rates/LYSMD1_NP_997716.1.csv
NP_149984.1	OPALIN	10	data/rates/OPALIN_NP_149984.1.csv
NP_005376.2	NKTR	3	data/rates/NKTR_NP_005376.2.csv
NP_057582.2	MTFP1	22	data/rates/MTFP1_NP_057582.2.csv
NP_005764.2	ZNF256	19	data/rates/ZNF256_NP_005764.2.csv
NP_001033794.1	GPR149	3	data/rates/GPR149_NP_001033794.1.csv
NP_061926.3	EXOC6	10	data/rates/EXOC6_NP_061926.3.csv
NP_001073926.1	LRRC4B	19	data/rates/LRRC4B_NP_001073926.1.csv
NP_689740.2	SLC16A14	2	data/rates/SLC16A14_NP_689740.2.csv
NP_060867.2	CHDH	3	data/rates/CHDH_NP_060867.2.csv
NP_066568.3	SLC15A2	3	data/rates/SLC15A2_NP_066568.3.csv
NP_689848.1	OIT3	10	data/rates/OIT3_NP_689848.1.csv
NP_000716.2	CACNB3	12	data/rates/CACNB3_NP_000716.2.csv
NP_008993.1	PWP1	12	data/rates/PWP1_NP_008993.1.csv
NP_056208.2	PARM1	4	data/rates/PARM1_NP_056208.2.csv
NP_653303.2	LRRC71	1	data/rates/LRRC71_NP_653303.2.csv
NP_659489.1	UPRT	X	data/rates/UPRT_NP_659489.1.csv
NP_997201.1	FAM199X	X	data/rates/FAM199X_NP_997201.1.csv
NP_073598.1	C11orf1	11	data/rates/C11orf1_NP_073598.1.csv
NP_002570.2	PALM	19	data/rates/PALM_NP_002570.2.csv
NP_060727.2	PCMTD2	20	data/rates/PCMTD2_NP_060727.2.csv
NP_001106997.1	ZNF276	16	data/rates/ZNF276_NP_001106997.1.csv
NP_061962.2	HES2	1	data/rates/HES2_NP_061962.2.csv
NP_060197.4	TMEM214	2	data/rates/TMEM214_NP_060197.4.csv
NP_065134.1	NUP107	12	data/rates/NUP107_NP_065134.1.csv
NP_001139812.1	NKX1-2	10	data/rates/NKX1-2_NP_001139812.1.csv
NP_699192.1	NIM1K	5	data/rates/NIM1K_NP_699192.1.csv
NP_689892.1	SLC10A4	4	data/rates/SLC10A4_NP_689892.1.csv
NP_061818.1	PDE7B	6	data/rates/PDE7B_NP_061818.1.csv
NP_065978.1	VAT1L	16	data/rates/VAT1L_NP_065978.1.csv
